"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"9723","FDK15","OUT017",1628.99757989
"9724","FDH44","OUT018",2159.76136658667
"9725","FDV01","OUT013",2537.91041070334
"9726","DRG03","OUT017",2396.45657339333
"9727","FDG50","OUT027",2540.08241675333
"9728","FDR16","OUT010",768.147807989999
"9729","FDZ60","OUT046",1236.81451486
"9730","DRG03","OUT045",2185.87685004333
"9731","FDS56","OUT018",3500.6312556
"9732","FDU33","OUT045",948.266437863335
"9733","DRD27","OUT035",1323.74876433667
"9734","FDW22","OUT046",3972.49958383334
"9735","DRA24","OUT045",2792.12371434
"9736","FDF38","OUT049",556.727057176667
"9737","FDX48","OUT013",2427.87546455667
"9738","FDS58","OUT018",2699.10737076667
"9739","FDC32","OUT046",1256.47715349
"9740","NCQ29","OUT045",3487.99652435334
"9741","DRK39","OUT018",1295.32299926667
"9742","NCS38","OUT017",2067.69061436666
"9743","DRO47","OUT013",2016.04997902333
"9744","DRG27","OUT027",1086.47886116333
"9745","FDC57","OUT027",5809.44139545
"9746","FDS55","OUT046",2820.37060114333
"9747","NCJ06","OUT018",1977.24273855001
"9748","FDO01","OUT019",312.201088056667
"9749","NCM55","OUT045",2854.38063055333
"9750","FDC52","OUT049",2683.81701854333
"9751","FDQ15","OUT045",1367.36103902333
"9752","NCT30","OUT027",1375.04066473667
"9753","NCR42","OUT027",867.450402133331
"9754","FDD28","OUT035",746.688829863333
"9755","FDQ34","OUT049",1519.40211722667
"9756","FDZ12","OUT027",3129.57597758334
"9757","DRE13","OUT019",185.813572366667
"9758","NCN07","OUT019",263.22632701
"9759","FDM28","OUT035",2749.61764416
"9760","FDI10","OUT017",2997.42294459999
"9761","FDQ25","OUT013",2481.08577888333
"9762","FDA38","OUT010",647.041229256665
"9763","DRI13","OUT049",3237.42617870667
"9764","FDY20","OUT027",2298.63522889667
"9765","NCZ53","OUT035",3056.38993217666
"9766","NCM31","OUT013",3331.23644439332
"9767","DRB01","OUT017",2614.83720902334
"9768","DRF37","OUT046",4196.21598505
"9769","NCF42","OUT049",2488.52316436333
"9770","FDF16","OUT018",2284.06918939667
"9771","FDB41","OUT013",738.38561587
"9772","FDR34","OUT013",4302.74159926667
"9773","FDR15","OUT018",1777.45699809
"9774","NCV42","OUT019",318.458942256667
"9775","FDW51","OUT035",3515.32739242
"9776","FDU36","OUT017",1657.57902009666
"9777","FDX60","OUT049",1290.51249439667
"9778","FDY03","OUT035",1962.32274867334
"9779","FDW55","OUT045",4252.54884589333
"9780","FDT01","OUT010",641.818838313334
"9781","FDG58","OUT013",2387.01785969333
"9782","FDK21","OUT017",4541.00722853333
"9783","NCS41","OUT019",576.626687316666
"9784","FDS10","OUT045",3009.15165520667
"9785","NCT53","OUT046",2271.36991993667
"9786","FDJ28","OUT018",2163.30976988
"9787","FDX44","OUT045",1329.20560565333
"9788","FDT20","OUT018",385.31593725
"9789","FDO44","OUT017",1709.70900734333
"9790","NCX17","OUT049",3450.64877296334
"9791","FDY01","OUT017",2083.87862034333
"9792","FDJ12","OUT027",4788.99307173999
"9793","DRK35","OUT018",595.71150032
"9794","FDD47","OUT019",396.629532653333
"9795","NCM53","OUT035",1820.94089544
"9796","FDO45","OUT013",1288.96311121667
"9797","NCM42","OUT010",272.237941106667
"9798","FDE04","OUT046",2715.68819874333
"9799","NCI30","OUT027",4769.41422404
"9800","FDZ19","OUT013",2457.92197547
"9801","FDW57","OUT013",3075.66589636
"9802","FDA25","OUT013",1623.60691909333
"9803","FDT22","OUT046",1018.99438296
"9804","FDP51","OUT013",2149.82764168334
"9805","FDD48","OUT027",2657.24226624666
"9806","FDY39","OUT035",3421.06864385333
"9807","FDO48","OUT010",555.495227306668
"9808","FDD23","OUT027",4652.85783347332
"9809","DRN35","OUT027",930.133053059998
"9810","FDT01","OUT035",3060.53733353667
"9811","FDC20","OUT010",141.667470336667
"9812","DRJ35","OUT035",1051.17383965667
"9813","FDB32","OUT046",1674.11922317667
"9814","FDL24","OUT046",3139.72027283334
"9815","NCV42","OUT035",1852.44277857334
"9816","FDZ46","OUT046",1993.11784072
"9817","FDC15","OUT013",2057.08537468
"9818","FDD08","OUT019",100.9612462
"9819","FDY50","OUT049",1323.8284495
"9820","FDD36","OUT013",2180.10989018334
"9821","FDG57","OUT027",1699.54345088
"9822","FDL21","OUT018",511.035455800002
"9823","FDN16","OUT027",3017.65572996334
"9824","FDJ09","OUT027",827.331813076667
"9825","FDS01","OUT010",416.898837146668
"9826","FDV33","OUT017",4104.58047738667
"9827","DRE12","OUT017",1570.35004315334
"9828","FDR07","OUT013",1566.01426478
"9829","FDP48","OUT010",454.382888893334
"9830","NCB55","OUT035",781.028918526665
"9831","FDQ08","OUT013",915.793807233333
"9832","FDR34","OUT035",5120.34937005334
"9833","FDO33","OUT046",1740.00736820333
"9834","FDP13","OUT045",763.383531833334
"9835","FDX12","OUT049",4117.25385832334
"9836","NCT06","OUT049",2976.30090566
"9837","FDR16","OUT019",636.889976396666
"9838","FDE36","OUT046",3379.4836192
"9839","FDZ36","OUT049",3791.27643614667
"9840","FDV13","OUT045",1499.97031145667
"9841","NCZ17","OUT035",663.493224933333
"9842","FDU56","OUT045",2655.26346426
"9843","FDM09","OUT035",2855.07216372334
"9844","FDV02","OUT017",3063.32405053333
"9845","FDS34","OUT018",1575.14988412666
"9846","FDA11","OUT049",1394.29347017667
"9847","FDP09","OUT017",4655.26958300666
"9848","FDB29","OUT027",2466.95476200667
"9849","FDT19","OUT017",2619.00920059667
"9850","DRH15","OUT017",732.679809740001
"9851","FDY38","OUT046",3426.31069808999
"9852","FDF14","OUT027",3570.98148126
"9853","FDN48","OUT010",226.749652856667
"9854","FDQ12","OUT013",3308.15584378666
"9855","NCJ43","OUT045",2927.61870823
"9856","FDE17","OUT019",311.098634223333
"9857","FDB05","OUT035",4541.27098520334
"9858","FDH10","OUT045",1502.72805505667
"9859","NCR06","OUT017",557.949310623333
"9860","FDU32","OUT018",1695.46059883
"9861","FDD56","OUT049",2701.1382827
"9862","FDO36","OUT018",2924.49062447667
"9863","FDH16","OUT010",211.051331683333
"9864","FDX10","OUT018",628.193108153334
"9865","FDZ37","OUT017",1382.51020835667
"9866","FDU31","OUT010",490.767582776667
"9867","DRC49","OUT049",2124.30207922
"9868","FDL15","OUT045",2768.02611533001
"9869","FDN32","OUT019",535.702668903333
"9870","DRH59","OUT027",2153.37836418
"9871","NCU29","OUT049",2656.65668405
"9872","FDR37","OUT019",648.315104396668
"9873","FDS14","OUT018",1911.77797574333
"9874","FDU02","OUT027",5771.63243330332
"9875","FDJ08","OUT035",3120.06561270667
"9876","NCZ06","OUT045",3334.51014970334
"9877","FDO31","OUT049",1340.31151584333
"9878","FDH31","OUT018",1347.08392247667
"9879","FDS58","OUT017",2594.17715760667
"9880","NCA53","OUT027",1679.40966997667
"9881","FDF50","OUT046",2901.01590356
"9882","NCW42","OUT049",3435.97401941999
"9883","NCQ17","OUT045",2373.37121231667
"9884","FDK51","OUT018",4358.33970542333
"9885","NCW41","OUT010",448.180817636665
"9886","NCR29","OUT017",756.505484933335
"9887","FDB08","OUT019",344.690319299999
"9888","FDA40","OUT027",2353.47298035667
"9889","FDL14","OUT018",2547.71625761999
"9890","FDB47","OUT046",3686.45907608667
"9891","FDO03","OUT035",4256.00420363667
"9892","DRK13","OUT019",373.895325593333
"9893","FDX13","OUT010",606.953921703334
"9894","FDF52","OUT046",2920.35386482
"9895","FDT11","OUT013",2900.14426039334
"9896","FDB08","OUT013",2357.93254204667
"9897","FDQ28","OUT018",1873.34701214
"9898","FDD29","OUT045",4920.76920644
"9899","NCQ29","OUT027",5895.61467991334
"9900","NCO02","OUT013",843.819229313333
"9901","FDR56","OUT010",511.28473132
"9902","NCM54","OUT049",2034.94335233333
"9903","FDP51","OUT035",1960.9148258
"9904","FDT38","OUT013",1159.96373980333
"9905","FDZ20","OUT018",2993.74313458
"9906","FDJ53","OUT013",1557.74482904001
"9907","FDX13","OUT049",3867.22225584334
"9908","FDP58","OUT035",3955.81554576001
"9909","NCK31","OUT019",124.742767756667
"9910","FDA35","OUT018",1574.70460818333
"9911","FDV37","OUT018",2547.41622594666
"9912","NCO07","OUT027",4144.92835686667
"9913","FDA20","OUT045",3013.32229298667
"9914","FDZ59","OUT035",3153.14294509001
"9915","NCY17","OUT017",805.807209263332
"9916","FDQ28","OUT035",2670.89156572666
"9917","FDV35","OUT017",2801.22473428
"9918","FDQ36","OUT013",547.038113643333
"9919","FDD34","OUT018",2453.69740789
"9920","FDK51","OUT045",4316.82997165334
"9921","FDV31","OUT035",1874.44071070334
"9922","FDR04","OUT035",1487.21873231
"9923","FDR14","OUT049",771.03158753
"9924","DRC36","OUT010",519.897375863333
"9925","FDE39","OUT019",280.85065223
"9926","FDP57","OUT049",1706.81981263
"9927","FDE57","OUT046",2457.44810341666
"9928","NCN18","OUT046",1962.11906935667
"9929","NCQ05","OUT018",2581.24393712333
"9930","FDW47","OUT035",2167.66219325333
"9931","FDV46","OUT035",1824.16647450667
"9932","NCP29","OUT045",955.327812793332
"9933","FDE09","OUT018",1727.93416158
"9934","NCU06","OUT027",6687.73853402669
"9935","FDT19","OUT010",509.490611156665
"9936","DRF15","OUT017",2279.66706405333
"9937","DRI51","OUT013",2883.19247085
"9938","NCX54","OUT013",2080.32595593
"9939","DRE01","OUT013",4497.73508887334
"9940","NCB07","OUT045",2718.13161816333
"9941","FDU50","OUT035",1594.18001275667
"9942","FDG40","OUT035",600.962509566666
"9943","FDW10","OUT018",3016.45389438333
"9944","FDX51","OUT013",2952.22409070667
"9945","NCP17","OUT045",1121.33189324333
"9946","FDP21","OUT035",3069.99548859667
"9947","FDL04","OUT045",1623.80789082333
"9948","FDV23","OUT013",1885.85272244333
"9949","FDF24","OUT046",1489.64204457
"9950","FDH56","OUT027",3445.92815109334
"9951","FDB51","OUT049",964.25643492
"9952","FDI58","OUT027",2453.67316167334
"9953","FDR20","OUT013",776.437617209999
"9954","FDC51","OUT018",2064.6604476
"9955","FDB16","OUT027",1964.69378453667
"9956","FDE40","OUT049",974.69198438
"9957","NCM17","OUT035",737.735417783334
"9958","FDU56","OUT035",3084.27231567334
"9959","FDS32","OUT019",304.76748654
"9960","FDX02","OUT049",3773.20014369333
"9961","FDT39","OUT027",4550.14975000667
"9962","FDE35","OUT017",826.2784398
"9963","NCI42","OUT019",502.913306116665
"9964","DRL23","OUT046",1768.07897206
"9965","FDA10","OUT046",1815.94497636666
"9966","FDA11","OUT013",1331.76662754667
"9967","NCM06","OUT046",2283.77812383
"9968","NCT05","OUT035",3705.62532752667
"9969","NCQ02","OUT010",517.146645356668
"9970","NCY06","OUT049",2517.67974480334
"9971","FDY56","OUT035",4848.67548360999
"9972","FDL02","OUT035",2238.80409949999
"9973","NCI06","OUT035",3342.45837023333
"9974","FDQ14","OUT045",2121.31567770667
"9975","FDQ12","OUT017",3088.74443879
"9976","FDP36","OUT046",845.321041083333
"9977","FDK21","OUT027",7874.75032115334
"9978","FDO40","OUT045",2385.79774790334
"9979","NCK54","OUT019",333.705274003334
"9980","FDY09","OUT018",2736.53157819
"9981","NCW30","OUT049",4207.91789720666
"9982","NCC55","OUT027",756.122217163332
"9983","FDE58","OUT018",1869.57347967333
"9984","FDR39","OUT013",3243.21560931667
"9985","FDU28","OUT049",3040.72907334999
"9986","FDH08","OUT017",3046.33290111333
"9987","FDG35","OUT045",3246.11537915334
"9988","FDG22","OUT049",563.073296326667
"9989","FDC34","OUT035",3586.72275763001
"9990","FDP15","OUT018",3772.58616512667
"9991","FDK34","OUT010",568.575500816667
"9992","FDU45","OUT035",2166.02808702334
"9993","FDQ04","OUT027",729.718497790001
"9994","FDX22","OUT018",2622.59306883666
"9995","FDB45","OUT017",1305.91552217334
"9996","NCH43","OUT027",4899.35986370334
"9997","DRE60","OUT046",4443.59920158
"9998","FDD17","OUT027",6086.49202747001
"9999","NCM54","OUT017",2107.17814708667
"10000","NCH55","OUT013",1867.17787579
"10001","NCT06","OUT017",2655.24367890333
"10002","FDA48","OUT027",4568.50995067665
"10003","FDY58","OUT027",7435.06679820999
"10004","FDO25","OUT045",3821.42106378667
"10005","FDN50","OUT045",1414.34656721667
"10006","FDH35","OUT035",2816.54746657667
"10007","FDK09","OUT045",3975.72527386666
"10008","FDO16","OUT013",1890.62139288
"10009","FDW11","OUT045",1071.59835322666
"10010","FDU47","OUT027",3934.75837793334
"10011","NCQ42","OUT010",274.952540866666
"10012","FDK55","OUT027",2689.24849288001
"10013","FDN08","OUT049",1792.44746289667
"10014","FDT57","OUT045",3539.70643618667
"10015","FDJ12","OUT018",3137.15945068
"10016","DRL59","OUT017",854.935415016666
"10017","NCN53","OUT046",526.302993276667
"10018","FDO51","OUT010",107.424544086667
"10019","FDK56","OUT017",3195.90126469667
"10020","FDY12","OUT035",1073.71771669
"10021","FDU15","OUT035",737.979466773333
"10022","FDQ19","OUT046",3005.49887666667
"10023","DRF15","OUT045",1872.30565655333
"10024","DRE25","OUT019",194.080023103333
"10025","FDK57","OUT018",1935.49887621
"10026","FDD33","OUT010",524.196790460001
"10027","FDR34","OUT027",6753.71923635001
"10028","FDU04","OUT045",1998.52470265
"10029","FDE35","OUT019",137.83454851
"10030","NCD31","OUT035",3231.17780106
"10031","FDJ56","OUT035",1453.08574073667
"10032","NCU53","OUT046",2218.59796833
"10033","FDD39","OUT035",3652.56870203333
"10034","NCU17","OUT019",235.985197686666
"10035","FDJ20","OUT046",1916.87143451667
"10036","NCW41","OUT018",2536.44707107667
"10037","FDL52","OUT035",758.877175500001
"10038","FDS39","OUT035",2209.92928562
"10039","DRJ47","OUT045",2649.62564740667
"10040","FDP13","OUT010",96.0210545866663
"10041","DRK39","OUT010",178.13791926
"10042","FDF28","OUT010",253.24165731
"10043","FDB09","OUT045",1598.31736053666
"10044","FDM51","OUT046",1315.83556488667
"10045","DRM49","OUT018",745.624459790001
"10046","DRF23","OUT013",2564.70592008667
"10047","DRH01","OUT035",3081.34469320334
"10048","FDH12","OUT027",2544.23684230333
"10049","FDA28","OUT019",242.473318816666
"10050","FDW37","OUT018",1319.71058746667
"10051","FDF02","OUT046",1885.98643727666
"10052","DRL37","OUT046",675.707769799999
"10053","NCF43","OUT046",2101.10635069666
"10054","FDH08","OUT010",431.172834573333
"10055","FDR34","OUT019",542.244087323333
"10056","NCK19","OUT049",3290.05287494667
"10057","NCD55","OUT018",395.729659566668
"10058","FDT27","OUT049",3192.98810118333
"10059","FDQ57","OUT045",2207.87450475667
"10060","FDA47","OUT035",2651.61721056001
"10061","DRG15","OUT027",1988.21254812333
"10062","FDE05","OUT018",2094.26460099333
"10063","FDN46","OUT046",1775.65832829333
"10064","FDX27","OUT027",2487.62844013
"10065","FDT51","OUT045",1609.93409468
"10066","FDU33","OUT013",732.057808283333
"10067","FDJ16","OUT027",1539.67229835667
"10068","FDD20","OUT019",327.095145023333
"10069","FDT36","OUT049",580.956173880001
"10070","DRF15","OUT027",2550.41311381001
"10071","FDN52","OUT010",210.130730023333
"10072","FDC22","OUT027",5830.86701699666
"10073","FDX15","OUT045",2879.08950054334
"10074","FDT13","OUT013",3706.77041475333
"10075","FDU04","OUT017",2076.37466596
"10076","FDU31","OUT019",355.0118838
"10077","FDW59","OUT027",2291.14571127666
"10078","NCO29","OUT046",2458.74037683
"10079","FDL15","OUT035",2615.38798097667
"10080","FDI41","OUT049",3049.33946527001
"10081","FDQ48","OUT049",1678.71764855334
"10082","DRI39","OUT013",726.83401916
"10083","FDI08","OUT013",4324.2771222
"10084","FDC21","OUT049",1783.79629072667
"10085","FDF58","OUT035",1307.21179038666
"10086","FDS08","OUT010",351.034538856666
"10087","FDE47","OUT045",1848.11695391
"10088","NCP18","OUT019",281.704418666667
"10089","NCR41","OUT013",1607.21361368667
"10090","FDA27","OUT013",2919.08621491
"10091","FDA43","OUT035",3023.51671188
"10092","FDA49","OUT045",1429.33581139
"10093","NCE55","OUT018",2237.78803321667
"10094","DRM49","OUT027",1006.37540898
"10095","FDF22","OUT027",4930.04877174666
"10096","FDQ15","OUT018",1369.62921988333
"10097","NCS54","OUT017",3553.27460793667
"10098","NCY05","OUT013",699.762912963333
"10099","FDR45","OUT046",4751.87515451
"10100","FDK57","OUT049",2176.79274142333
"10101","FDF41","OUT010",519.252371016667
"10102","FDV21","OUT046",1938.17199663
"10103","FDD51","OUT046",721.720186906667
"10104","FDF33","OUT046",2351.10611684
"10105","FDA38","OUT046",3674.39737670666
"10106","FDR56","OUT045",3266.1215151
"10107","NCN41","OUT017",2213.14402324333
"10108","FDC60","OUT027",2280.47100645667
"10109","FDB47","OUT045",3310.63502776333
"10110","DRH01","OUT013",3027.30215107
"10111","FDW08","OUT046",1325.56658698
"10112","FDF38","OUT027",1119.08633848667
"10113","FDY32","OUT017",2823.07331637334
"10114","FDG34","OUT049",1805.2907338
"10115","FDG47","OUT019",452.723537746668
"10116","NCF18","OUT035",3179.85485218667
"10117","FDL39","OUT019",613.37950202
"10118","NCH55","OUT035",2055.28304298334
"10119","DRJ35","OUT049",804.881181333333
"10120","FDS44","OUT035",4272.87166961
"10121","DRE01","OUT018",4050.33198112
"10122","FDY39","OUT013",3452.41765930667
"10123","FDY32","OUT018",2481.43282713334
"10124","FDR33","OUT027",3696.96939488666
"10125","NCP50","OUT049",1221.92225555333
"10126","FDZ47","OUT018",1555.18904477333
"10127","FDU57","OUT049",2544.18613053667
"10128","FDY44","OUT013",2746.92304059333
"10129","DRH59","OUT018",1106.82920461333
"10130","FDB03","OUT027",7107.71100358336
"10131","FDY46","OUT045",2778.83354737999
"10132","FDM39","OUT045",2454.17488636
"10133","FDY36","OUT035",1336.36128005667
"10134","NCM55","OUT035",2989.29966305667
"10135","FDJ50","OUT010",230.68425344
"10136","DRL60","OUT013",2326.82492348
"10137","NCJ54","OUT049",3972.87498406667
"10138","FDX59","OUT017",549.791840250001
"10139","FDI07","OUT013",3335.71004336667
"10140","DRF51","OUT010",99.4617758266666
"10141","FDM14","OUT017",1666.72745609333
"10142","FDP21","OUT045",3377.95112514667
"10143","FDE40","OUT035",1213.23469741333
"10144","FDE05","OUT035",2236.29708508333
"10145","FDM13","OUT027",2471.10755634667
"10146","FDC34","OUT027",3601.29622080001
"10147","NCI55","OUT018",2167.47736717334
"10148","NCE43","OUT018",2437.63096589667
"10149","FDW58","OUT018",1414.74007721
"10150","FDG60","OUT045",3845.04545654333
"10151","FDV31","OUT017",1928.0912187
"10152","FDR47","OUT013",2772.73019207
"10153","FDM60","OUT019",81.0902343633332
"10154","NCF06","OUT018",3180.80993119
"10155","NCN26","OUT027",2071.07029284334
"10156","FDQ59","OUT049",1400.21529511666
"10157","FDF09","OUT046",584.67043905
"10158","NCS06","OUT017",3398.12340038668
"10159","FDT44","OUT046",1670.71776194333
"10160","FDI19","OUT017",3823.75337228334
"10161","FDT22","OUT017",1011.86670544667
"10162","NCF54","OUT027",4572.26632769667
"10163","DRG25","OUT045",3476.98360423001
"10164","FDB59","OUT017",2615.22545919666
"10165","FDQ37","OUT017",4410.37524893999
"10166","FDP56","OUT035",768.850349053333
"10167","FDW44","OUT035",2534.43703197333
"10168","FDJ26","OUT010",551.944593583334
"10169","FDU43","OUT018",2856.85633017667
"10170","FDW33","OUT045",1553.44575844
"10171","NCX53","OUT027",3252.49569616667
"10172","FDN56","OUT010",484.108606269999
"10173","DRF15","OUT049",2185.59066701
"10174","FDO33","OUT017",1882.44050854
"10175","FDZ39","OUT010",233.006441776667
"10176","NCJ19","OUT017",1141.56232611333
"10177","FDU01","OUT035",3616.59156652334
"10178","FDT12","OUT035",4104.90096021666
"10179","NCM18","OUT018",1022.94386417334
"10180","FDP19","OUT017",2382.10505465333
"10181","NCR42","OUT049",455.374498123333
"10182","FDN10","OUT046",2019.67531550667
"10183","FDG44","OUT017",848.512131710001
"10184","FDQ10","OUT046",3303.36344867667
"10185","DRH13","OUT049",1139.93110501667
"10186","FDT52","OUT013",4054.30860478
"10187","FDM56","OUT045",1622.59402645667
"10188","NCO43","OUT010",282.907685716667
"10189","NCV29","OUT035",2926.32887608333
"10190","NCF06","OUT013",3990.18666070333
"10191","FDO50","OUT035",1524.02273593666
"10192","FDT59","OUT013",4221.62655275667
"10193","FDX40","OUT027",736.58066536
"10194","FDE50","OUT017",3905.44333709334
"10195","FDX51","OUT017",2972.86429018666
"10196","NCD30","OUT018",1503.71568058333
"10197","FDK15","OUT013",1723.02077951333
"10198","FDL12","OUT045",1506.10654618999
"10199","FDK46","OUT017",4126.71412175001
"10200","DRH49","OUT010",180.709593953334
"10201","FDQ57","OUT046",2637.92959429
"10202","FDY59","OUT017",1541.28611988
"10203","FDO09","OUT018",3824.71635211333
"10204","NCG30","OUT035",1800.48515585
"10205","FDM09","OUT017",2399.69853114
"10206","NCN17","OUT027",2974.84965030333
"10207","NCS42","OUT013",1528.94151098333
"10208","FDD02","OUT019",318.11607745
"10209","FDE34","OUT013",3745.71139225333
"10210","FDU38","OUT045",3003.78808137333
"10211","FDB33","OUT046",3139.40629265001
"10212","NCJ29","OUT017",1142.10414305667
"10213","FDZ27","OUT035",619.370758803334
"10214","FDI40","OUT013",1515.08906482666
"10215","FDG22","OUT013",570.896668259999
"10216","FDT51","OUT017",1596.21804875
"10217","FDF20","OUT018",2542.57210927333
"10218","FDV50","OUT035",1761.22289656
"10219","FDT02","OUT049",543.691336783335
"10220","DRC49","OUT017",2212.46261023333
"10221","FDF26","OUT049",2523.70044104333
"10222","FDV52","OUT035",1696.91820148
"10223","FDX59","OUT049",622.912448613333
"10224","FDV25","OUT035",4935.95418471667
"10225","FDW23","OUT027",956.211917516666
"10226","FDE53","OUT018",1259.13686913667
"10227","FDA19","OUT017",2044.44719237
"10228","FDH22","OUT046",2012.67449508666
"10229","NCO41","OUT013",1647.25309460667
"10230","FDX12","OUT017",4678.81115024334
"10231","FDF17","OUT013",3061.26195696666
"10232","FDS11","OUT045",3619.81074281333
"10233","FDR51","OUT035",2590.16583467001
"10234","FDT49","OUT010",223.80710537
"10235","FDC56","OUT013",2147.89606711
"10236","FDR13","OUT027",2446.69364685333
"10237","FDQ60","OUT035",2314.35710829334
"10238","FDN38","OUT049",4243.45259752
"10239","NCL29","OUT013",2453.26562549334
"10240","FDO13","OUT027",3381.91898244
"10241","FDE26","OUT018",2195.82673169333
"10242","FDA31","OUT010",476.159231686666
"10243","FDX14","OUT035",1240.68812816333
"10244","FDA34","OUT045",3508.59224839333
"10245","FDF26","OUT013",2445.75102940666
"10246","FDE38","OUT045",2627.3213696
"10247","DRI11","OUT046",2162.54419975001
"10248","FDQ60","OUT027",2898.59349013001
"10249","FDL21","OUT027",793.996716223332
"10250","DRC12","OUT027",6537.32776699333
"10251","FDC47","OUT046",3688.53843606666
"10252","FDE57","OUT045",2091.73458318667
"10253","FDT14","OUT045",2349.83463858
"10254","NCZ53","OUT046",3836.74236461333
"10255","FDE28","OUT018",4099.48857214667
"10256","FDR19","OUT035",2702.73629147333
"10257","NCF54","OUT019",354.108182363334
"10258","FDZ08","OUT046",1302.56534973333
"10259","NCJ05","OUT018",2484.21715834667
"10260","FDF59","OUT046",1590.67898113333
"10261","NCO05","OUT035",2241.74145374666
"10262","FDW24","OUT018",673.910642440001
"10263","NCX42","OUT018",2906.74760931
"10264","NCA53","OUT035",819.601941656668
"10265","FDI45","OUT019",406.627485063333
"10266","FDG46","OUT046",2550.15753538333
"10267","FDM20","OUT010",580.411471803333
"10268","FDW11","OUT010",211.450367816667
"10269","FDX08","OUT035",2496.49250185
"10270","NCK17","OUT035",566.81191868
"10271","FDK32","OUT018",2383.41889998667
"10272","NCA42","OUT035",2875.03819631666
"10273","DRI01","OUT035",2982.28875576667
"10274","NCL55","OUT049",3902.0796933
"10275","DRE25","OUT018",1468.52083788
"10276","FDD14","OUT017",2919.19335322667
"10277","FDB10","OUT046",3504.56005262666
"10278","DRN11","OUT035",2335.34031683667
"10279","FDP38","OUT018",603.613070463332
"10280","NCA30","OUT017",3135.79854438333
"10281","FDT15","OUT017",3084.58018159333
"10282","NCP55","OUT018",784.118863036666
"10283","FDF12","OUT035",2334.03257467
"10284","FDM21","OUT018",3881.12748884333
"10285","FDX56","OUT035",4001.32806913
"10286","FDF10","OUT017",2460.47211153333
"10287","FDT32","OUT045",3065.22630771334
"10288","FDM51","OUT018",1396.19466207667
"10289","NCR50","OUT018",2531.28627773
"10290","FDI19","OUT049",3678.39715911
"10291","FDX21","OUT017",1555.77530386667
"10292","FDR31","OUT035",2629.81471292333
"10293","FDY02","OUT013",3783.51061152666
"10294","NCA29","OUT045",3526.89072940333
"10295","NCX17","OUT046",3061.07338021333
"10296","FDM12","OUT045",2330.87527339334
"10297","FDI53","OUT027",3416.91782472
"10298","NCU30","OUT049",2962.88570146
"10299","FDC56","OUT027",3543.15782132333
"10300","FDK27","OUT018",1780.94393694666
"10301","NCK18","OUT017",3380.27087221667
"10302","FDB52","OUT019",489.180814926667
"10303","DRG25","OUT027",6350.74395280002
"10304","FDZ13","OUT049",920.458058036665
"10305","FDB57","OUT019",457.66549373
"10306","FDR40","OUT046",1453.39766803667
"10307","NCO14","OUT019",92.1117544033333
"10308","NCN19","OUT045",3122.09834449334
"10309","FDQ28","OUT019",315.362594969999
"10310","FDO13","OUT018",2022.09927137334
"10311","FDK48","OUT013",1372.78729792667
"10312","FDU07","OUT018",2183.65298927
"10313","FDW20","OUT046",2069.79181258667
"10314","FDV12","OUT010",272.583458016667
"10315","FDH24","OUT013",2413.81842915666
"10316","FDV59","OUT049",3910.54491862667
"10317","FDK57","OUT045",1905.01677674333
"10318","FDL16","OUT027",978.596679446663
"10319","NCQ17","OUT046",2425.42969264333
"10320","FDJ15","OUT018",3140.65376882
"10321","FDX24","OUT049",1342.6928938
"10322","FDT47","OUT046",2008.88493903333
"10323","FDT10","OUT049",883.427438283336
"10324","FDZ37","OUT018",1184.55011369
"10325","FDW43","OUT027",6380.89514966667
"10326","DRN36","OUT017",1530.49299143333
"10327","FDJ14","OUT045",1224.99806291
"10328","FDA32","OUT013",2900.45350229999
"10329","FDJ38","OUT019",657.192315666666
"10330","FDQ57","OUT017",2179.97717405
"10331","NCQ41","OUT019",488.391475736667
"10332","FDG56","OUT049",946.123793593334
"10333","DRC13","OUT027",2866.322264
"10334","FDV55","OUT035",2507.00233239667
"10335","FDQ49","OUT045",1916.85495596666
"10336","FDE29","OUT010",166.443652706667
"10337","FDR03","OUT013",3919.29011285333
"10338","FDD45","OUT049",1469.21194937667
"10339","FDN38","OUT010",639.521961473334
"10340","FDT56","OUT046",640.981838940001
"10341","FDT48","OUT045",3372.56045325334
"10342","FDU03","OUT049",3653.33357307333
"10343","FDC56","OUT010",200.186896056666
"10344","NCO43","OUT027",2611.46492092667
"10345","FDQ27","OUT017",1994.90856530333
"10346","FDR03","OUT046",3370.40187417001
"10347","DRH23","OUT010",148.47915917
"10348","FDG22","OUT045",659.371800870001
"10349","NCJ42","OUT013",1514.51791939334
"10350","FDR24","OUT046",1439.59677699333
"10351","FDW60","OUT035",3246.43410871
"10352","FDJ08","OUT013",3372.02057822667
"10353","DRL59","OUT018",823.558713379998
"10354","FDG60","OUT010",534.650272133334
"10355","FDW27","OUT017",2087.34408715
"10356","FDX14","OUT018",1335.48959250333
"10357","FDC20","OUT013",750.449856386667
"10358","NCS29","OUT018",3815.10048013
"10359","FDJ56","OUT046",1253.55098468333
"10360","FDB20","OUT019",213.91045443
"10361","FDL28","OUT027",6257.69231073
"10362","FDW01","OUT018",2040.90225123667
"10363","FDL03","OUT046",2735.47631847999
"10364","FDX22","OUT049",4288.82678984333
"10365","FDJ21","OUT035",2940.95313979333
"10366","FDR31","OUT045",2273.40533711667
"10367","FDG21","OUT035",3853.89740070334
