Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM20,OUT035,3945.96
FDC03,OUT027,5519.41
NCX05,OUT046,1823.88
NCM41,OUT027,2702.52
NCU29,OUT010,361.36
FDQ59,OUT017,1053.52
FDH46,OUT010,216.54
FDH09,OUT013,628.5
NCD06,OUT045,677.26
FDC15,OUT035,2293.82
DRD37,OUT027,967.22
FDT28,OUT027,2832.18
FDR28,OUT027,3827.31
FDT38,OUT017,1175.71
FDV34,OUT027,2101.48
FDY52,OUT035,983.71
FDB34,OUT013,1243.75
DRL23,OUT018,1241.32
DRB24,OUT046,2014.8
FDJ50,OUT046,894.13
FDQ49,OUT035,1828.62
FDP20,OUT035,1708.96
FDV19,OUT027,4451.66
NCR54,OUT045,2802.93
FDO09,OUT010,399.43
FDS57,OUT018,1831.54
FDN10,OUT049,1647.22
FDV23,OUT049,1745.47
FDY28,OUT049,3077.51
DRG51,OUT013,2327.89
FDD45,OUT019,218.07
NCL18,OUT027,5364.7
NCM29,OUT013,1715.06
FDF17,OUT027,4882.68
FDE22,OUT017,2403.51
FDQ22,OUT017,546.43
FDS01,OUT013,2899.25
FDW35,OUT027,615.1
FDJ33,OUT046,1900.97
NCF54,OUT035,2629
FDE09,OUT013,1296.93
NCE06,OUT045,2090.78
DRH49,OUT049,732.17
FDY43,OUT045,2513.73
NCT05,OUT017,3994.23
FDZ34,OUT045,3255.29
FDL38,OUT017,1505.16
FDZ31,OUT017,2902.68
FDR14,OUT035,785.8
NCN54,OUT049,752.01
NCC42,OUT027,3822.74
FDK08,OUT017,1449.37
FDP59,OUT013,1298.59
FDV22,OUT035,2724.48
FDD33,OUT035,3499.77
DRE60,OUT027,6161.58
FDK52,OUT046,3313.31
FDA02,OUT017,1610.8
FDM56,OUT049,1356.04
FDE57,OUT035,1993.99
FDM32,OUT045,1060.34
NCQ30,OUT027,2829.29
FDQ27,OUT027,2252.82
FDT60,OUT027,2944.89
FDU43,OUT049,3372.9
NCO55,OUT035,1715.49
FDG02,OUT045,1941.56
FDJ28,OUT013,2745.26
FDP40,OUT045,1466.13
FDJ38,OUT045,2803.33
NCC54,OUT017,3707.68
NCZ41,OUT046,1649.06
FDK38,OUT019,307.28
FDU52,OUT013,2245.22
FDC40,OUT046,1269.23
NCR30,OUT017,920.15
NCN18,OUT017,1755.57
FDB50,OUT035,1157.13
FDG04,OUT013,2867.61
FDR26,OUT035,2251.26
NCT17,OUT018,2711.29
FDX35,OUT027,5237.55
FDS12,OUT046,2122.88
NCZ29,OUT027,3465.39
FDB38,OUT010,315
FDP12,OUT013,609.06
FDP22,OUT046,677.04
FDS26,OUT018,2864.6
FDR52,OUT046,2656.36
DRJ13,OUT046,2616.13
FDU48,OUT027,3590.26
FDE29,OUT035,1066.82
NCT29,OUT049,1727.95
DRK37,OUT018,2594.79
FDK55,OUT046,1253.95
FDR07,OUT046,912.45
FDO21,OUT027,5527.37
FDK46,OUT049,4055.52
FDB12,OUT045,1404.19
FDT31,OUT027,3356.55
FDJ33,OUT045,1872.92
FDC26,OUT027,3381.91
NCQ02,OUT045,2539.23
FDP08,OUT010,477.27
FDB11,OUT027,4618.8
FDV55,OUT013,2530.48
FDW20,OUT049,2431.91
NCJ18,OUT019,302.73
FDC41,OUT018,1038.34
FDE14,OUT027,2199.96
FDG35,OUT013,2170.37
FDF45,OUT035,1181.24
FDS19,OUT027,2181.44
FDS58,OUT019,343.92
FDA26,OUT017,3696.02
FDM32,OUT049,1020.43
FDL45,OUT046,1821.18
FDZ55,OUT049,2612.43
FDY37,OUT049,2339.48
FDO46,OUT046,2288.49
FDQ60,OUT046,1841.57
FDA19,OUT018,1590.89
FDL15,OUT046,2403.85
FDM10,OUT018,2313.92
NCL05,OUT017,647.81
DRK49,OUT010,60.25
NCE18,OUT027,5941.05
FDG40,OUT049,495.32
DRI59,OUT045,3849.73
FDK28,OUT035,3414.33
NCD06,OUT019,105.5
FDO11,OUT019,368.08
FDK27,OUT046,1753.17
FDT43,OUT027,1198.33
FDD38,OUT018,1022.48
FDA16,OUT049,3732.67
FDL14,OUT027,4164.83
NCM17,OUT049,690.78
FDD20,OUT045,2031.56
FDA40,OUT045,1224.21
FDL43,OUT045,1021.27
FDV15,OUT045,1754.3
FDE52,OUT046,1178.22
NCL17,OUT010,278.71
NCJ31,OUT045,3302.62
FDR60,OUT045,797.16
NCA18,OUT035,1531.77
FDS21,OUT027,1654.09
FDW09,OUT035,990.96
FDL26,OUT035,2240.27
FDS47,OUT018,1151.36
FDC39,OUT046,2739.55
FDT51,OUT035,1244.15
FDK40,OUT035,3789.53
NCG19,OUT045,2991.84
FDZ07,OUT046,1032.46
FDF08,OUT027,2557.83
FDO04,OUT013,839.05
FDK41,OUT018,1052.65
FDP15,OUT049,3984.78
NCD43,OUT018,913.55
NCP18,OUT013,2139.36
FDZ51,OUT046,1390.6
DRH13,OUT035,1396.71
FDF38,OUT045,523.79
NCI43,OUT045,521.74
FDM38,OUT027,1674.91
FDS03,OUT013,838.57
DRJ47,OUT017,2432.99
FDT50,OUT010,166.01
FDV02,OUT046,2364.71
NCG18,OUT017,1384.6
FDW52,OUT046,2621.23
FDS40,OUT035,554.79
FDN31,OUT017,2819.6
FDA37,OUT045,1377.3
FDA15,OUT046,4402.65
FDL39,OUT046,2613.31
FDJ53,OUT045,1691.12
FDX22,OUT013,3393.92
NCZ42,OUT045,3379.05
FDD56,OUT027,3920.73
FDD40,OUT017,2779.03
FDS50,OUT013,3647.25
NCN14,OUT013,2847.42
FDT15,OUT013,3071.77
NCS18,OUT027,2449.97
NCO26,OUT010,214.37
FDF58,OUT018,636.37
NCB19,OUT013,1283.86
FDH26,OUT017,1727.21
DRB24,OUT027,4077.05
FDA49,OUT018,1106.93
FDB32,OUT045,1261.71
FDI36,OUT017,2850.97
NCA17,OUT010,227.83
FDH22,OUT013,1606.19
NCM26,OUT018,2167.93
FDT15,OUT027,4825.58
FDB16,OUT018,1223.49
NCP54,OUT027,4252.2
FDJ36,OUT013,1106.25
FDO28,OUT045,1765.39
FDU09,OUT013,569.77
FDF29,OUT017,2121.18
FDY08,OUT013,1481.01
DRJ59,OUT018,400.81
FDT23,OUT027,1886.03
FDU15,OUT018,375.39
FDT47,OUT013,1585.49
FDI53,OUT019,373.6
FDR59,OUT018,3126.96
FDD53,OUT035,574.41
FDY51,OUT017,3266.34
FDT04,OUT049,540.65
FDU51,OUT049,2667.4
FDG14,OUT035,2322.8
NCU06,OUT045,3793.87
DRG25,OUT046,3086.57
DRH49,OUT035,908.99
FDN15,OUT035,1770.33
FDL43,OUT018,740.13
NCT18,OUT049,3160.77
NCB31,OUT013,3312.87
FDK57,OUT035,1837.75
FDY04,OUT019,351.31
NCP54,OUT046,2080.1
FDF41,OUT013,3506.79
FDM01,OUT045,1719.85
FDW03,OUT045,1612.99
FDF28,OUT045,1586.69
FDY37,OUT017,2089.7
FDQ03,OUT017,3534.32
FDP51,OUT027,3139.81
FDJ40,OUT017,1553.84
FDC32,OUT049,1150.39
DRI49,OUT027,2528.4
NCW54,OUT017,777.73
FDF09,OUT017,556.61
FDP45,OUT018,2653.77
DRJ23,OUT018,2758.53
FDS59,OUT017,1895.16
FDY08,OUT046,2019.43
FDX16,OUT049,2406.21
FDY16,OUT018,2590.25
FDK32,OUT035,2351.98
FDQ22,OUT013,564.75
NCC31,OUT018,2264.87
FDG58,OUT049,2234.37
DRF48,OUT013,2570.09
DRH36,OUT049,1043.49
NCR30,OUT035,945.04
FDB03,OUT019,553.54
FDZ28,OUT027,3876.61
FDR35,OUT017,2173.29
DRD15,OUT027,5295.86
FDJ33,OUT019,324.62
FDA56,OUT010,177.78
FDP56,OUT046,686.7
NCT30,OUT046,716.11
FDK15,OUT017,1461.64
FDH44,OUT018,1749.68
FDV01,OUT013,2350.83
DRG03,OUT017,2009.59
FDG50,OUT027,2498.75
FDR16,OUT010,531.86
FDZ60,OUT046,1140.24
DRG03,OUT045,2179.26
FDS56,OUT018,3245.97
FDU33,OUT045,760.46
DRD27,OUT035,1291.72
FDW22,OUT046,3392.9
DRA24,OUT045,2335.92
FDF38,OUT049,543.15
FDX48,OUT013,2036.8
FDS58,OUT018,2492.41
FDC32,OUT046,1256.96
NCQ29,OUT045,3404.77
DRK39,OUT018,1162.57
NCS38,OUT017,1763.43
DRO47,OUT013,1475.94
DRG27,OUT027,873.46
FDC57,OUT027,5216.78
FDS55,OUT046,2251.18
NCJ06,OUT018,1767.74
FDO01,OUT019,197.16
NCM55,OUT045,2905.07
FDC52,OUT049,2429.48
FDQ15,OUT045,1060.5
NCT30,OUT027,1366.3
NCR42,OUT027,972.15
FDD28,OUT035,523.94
FDQ34,OUT049,1529.01
FDZ12,OUT027,2859.8
DRE13,OUT019,157.98
NCN07,OUT019,262.21
FDM28,OUT035,2810.29
FDI10,OUT017,2392.33
FDQ25,OUT013,2318.71
FDA38,OUT010,558.75
DRI13,OUT049,3054.24
FDY20,OUT027,2458.3
NCZ53,OUT035,2949.32
NCM31,OUT013,2492.98
DRB01,OUT017,2665.18
DRF37,OUT046,3954.13
NCF42,OUT049,2384.44
FDF16,OUT018,1961.92
FDB41,OUT013,661.38
FDR34,OUT013,3896.61
FDR15,OUT018,2105.32
NCV42,OUT019,273.9
FDW51,OUT035,3216.99
FDU36,OUT017,1438.59
FDX60,OUT049,1141.86
FDY03,OUT035,1639.29
FDW55,OUT045,3298.61
FDT01,OUT010,457.12
FDG58,OUT013,2118.6
FDK21,OUT017,3495.84
NCS41,OUT019,381.3
FDS10,OUT045,2860.72
NCT53,OUT046,2251.45
FDJ28,OUT018,2463.09
FDX44,OUT045,1236.44
FDT20,OUT018,479.16
FDO44,OUT017,1716.44
NCX17,OUT049,2676.09
FDY01,OUT017,1978.59
FDJ12,OUT027,3927.41
DRK35,OUT018,476.75
FDD47,OUT019,234.2
NCM53,OUT035,1602.86
FDO45,OUT013,1169.08
NCM42,OUT010,242.19
FDE04,OUT046,2422.5
NCI30,OUT027,5222.1
FDZ19,OUT013,2266.51
FDW57,OUT013,2596.86
FDA25,OUT013,1587.81
FDT22,OUT046,927.73
FDP51,OUT013,1914.28
FDD48,OUT027,2365.92
FDY39,OUT035,2971.96
FDO48,OUT010,447.93
FDD23,OUT027,4386.56
DRN35,OUT027,964.34
FDT01,OUT035,2979.45
FDC20,OUT010,153.39
DRJ35,OUT035,936.93
FDB32,OUT046,1270.31
FDL24,OUT046,2401.68
NCV42,OUT035,1599.99
FDZ46,OUT046,1513.81
FDC15,OUT013,2226.96
FDD08,OUT019,50.79
FDY50,OUT049,1206.15
FDD36,OUT013,1864.62
FDG57,OUT027,1478.58
FDL21,OUT018,336.91
FDN16,OUT027,2477.88
FDJ09,OUT027,827.44
FDS01,OUT010,459.81
FDV33,OUT017,3807.61
DRE12,OUT017,1254.15
FDR07,OUT013,788.37
FDP48,OUT010,370.2
NCB55,OUT035,792.58
FDQ08,OUT013,731.74
FDR34,OUT035,3927.11
FDO33,OUT046,1489.08
FDP13,OUT045,664.68
FDX12,OUT049,3399.4
NCT06,OUT049,2454.05
FDR16,OUT019,484.89
FDE36,OUT046,2581.51
FDZ36,OUT049,3161.74
FDV13,OUT045,1321.76
NCZ17,OUT035,577.17
FDU56,OUT045,2949.16
FDM09,OUT035,2655.38
FDV02,OUT017,2184.24
FDS34,OUT018,1383.01
FDA11,OUT049,1442.83
FDP09,OUT017,3864.52
FDB29,OUT027,2532.11
FDT19,OUT017,2325.3
DRH15,OUT017,699.07
FDY38,OUT046,3246.19
FDF14,OUT027,2961.69
FDN48,OUT010,242.4
FDQ12,OUT013,3394.1
NCJ43,OUT045,2451.28
FDE17,OUT019,267.06
FDB05,OUT035,2911.31
FDH10,OUT045,1160.44
NCR06,OUT017,554.99
FDU32,OUT018,1485.3
FDD56,OUT049,2350.53
FDO36,OUT018,2673.54
FDH16,OUT010,178.06
FDX10,OUT018,174.79
FDZ37,OUT017,1269.97
FDU31,OUT010,424.31
DRC49,OUT049,1888.02
FDL15,OUT045,2274.14
FDN32,OUT019,469.38
DRH59,OUT027,2024.08
NCU29,OUT049,2347.81
FDR37,OUT019,608.17
FDS14,OUT018,2242.08
FDU02,OUT027,5520.03
FDJ08,OUT035,3035.99
NCZ06,OUT045,3534.87
FDO31,OUT049,1187.23
FDH31,OUT018,1120.09
FDS58,OUT017,2470.29
NCA53,OUT027,1036.7
FDF50,OUT046,1985.03
NCW42,OUT049,3367.26
NCQ17,OUT045,2155.9
FDK51,OUT018,3469.48
NCW41,OUT010,344.92
NCR29,OUT017,669.41
FDB08,OUT019,321.14
FDA40,OUT027,2209.47
FDL14,OUT018,2196.3
FDB47,OUT046,3283.94
FDO03,OUT035,3825.53
DRK13,OUT019,424.54
FDX13,OUT010,427.27
FDF52,OUT046,2924.25
FDT11,OUT013,2925.68
FDB08,OUT013,2145.82
FDQ28,OUT018,2089.59
FDD29,OUT045,4319.3
NCQ29,OUT027,6080.44
NCO02,OUT013,560.15
FDR56,OUT010,434.16
NCM54,OUT049,1899.56
FDP51,OUT035,1882.42
FDT38,OUT013,1134.53
FDZ20,OUT018,3003.36
FDJ53,OUT013,1762
FDX13,OUT049,3971.63
FDP58,OUT035,3478.92
NCK31,OUT019,83.89
FDA35,OUT018,1645.2
FDV37,OUT018,2018.08
NCO07,OUT027,4859.75
FDA20,OUT045,2857.25
FDZ59,OUT035,2646.15
NCY17,OUT017,667.8
FDQ28,OUT035,2409.73
FDV35,OUT017,2344.02
FDQ36,OUT013,613.72
FDD34,OUT018,2500.91
FDK51,OUT045,3686.71
FDV31,OUT035,1845.64
FDR04,OUT035,1417.49
FDR14,OUT049,805.99
DRC36,OUT010,416.69
FDE39,OUT019,219.11
FDP57,OUT049,1476.33
FDE57,OUT046,1870
NCN18,OUT046,1526.91
NCQ05,OUT018,1824.28
FDW47,OUT035,1895.04
FDV46,OUT035,1711.6
NCP29,OUT045,990.86
FDE09,OUT018,1381.12
NCU06,OUT027,6505.59
FDT19,OUT010,368.66
DRF15,OUT017,2006.33
DRI51,OUT013,2407.47
NCX54,OUT013,1602.87
DRE01,OUT013,3594.86
NCB07,OUT045,2601.92
FDU50,OUT035,1505.97
FDG40,OUT035,488.62
FDW10,OUT018,2161.41
FDX51,OUT013,2690.36
NCP17,OUT045,1111.51
FDP21,OUT035,3036.77
FDL04,OUT045,1349.82
FDV23,OUT013,1753.16
FDF24,OUT046,1326.57
FDH56,OUT027,2643.96
FDB51,OUT049,872.5
FDI58,OUT027,2244
FDR20,OUT013,595.86
FDC51,OUT018,1582.3
FDB16,OUT027,1883.06
FDE40,OUT049,801.88
NCM17,OUT035,722.73
FDU56,OUT035,3023.46
FDS32,OUT019,264.14
FDX02,OUT049,3407.21
FDT39,OUT027,4437.1
FDE35,OUT017,735.04
NCI42,OUT019,375.61
DRL23,OUT046,1505.22
FDA10,OUT046,1523.77
FDA11,OUT013,1431.44
NCM06,OUT046,2251.85
NCT05,OUT035,3558.53
NCQ02,OUT010,427.44
NCY06,OUT049,1908.19
FDY56,OUT035,3898.49
FDL02,OUT035,1520.45
NCI06,OUT035,2388.29
FDQ14,OUT045,2114.92
FDQ12,OUT017,3269.73
FDP36,OUT046,766.05
FDK21,OUT027,5679.82
FDO40,OUT045,2190.88
NCK54,OUT019,293.08
FDY09,OUT018,2455.08
NCW30,OUT049,2491.21
NCC55,OUT027,834.6
FDE58,OUT018,1512.41
FDR39,OUT013,3057.75
FDU28,OUT049,2860.95
FDH08,OUT017,3328.85
FDG35,OUT045,2041.12
FDG22,OUT049,590.04
FDC34,OUT035,2690.32
FDP15,OUT018,2402.61
FDK34,OUT010,513.14
FDU45,OUT035,2096.19
FDQ04,OUT027,920.01
FDX22,OUT018,2284.68
FDB45,OUT017,1099.59
NCH43,OUT027,4656.29
DRE60,OUT046,3646.18
FDD17,OUT027,5555.76
NCM54,OUT017,1871.7
NCH55,OUT013,1656.02
NCT06,OUT017,2250.22
FDA48,OUT027,3378.53
FDY58,OUT027,7338.65
FDO25,OUT045,3691.31
FDN50,OUT045,1233.11
FDH35,OUT035,2363.76
FDK09,OUT045,3626.14
FDO16,OUT013,1708.59
FDW11,OUT045,945.4
FDU47,OUT027,3455.85
NCQ42,OUT010,205.12
FDK55,OUT027,2731.02
FDN08,OUT049,1815.77
FDT57,OUT045,3746.29
FDJ12,OUT018,2242.11
DRL59,OUT017,779
NCN53,OUT046,541.3
FDO51,OUT010,75.03
FDK56,OUT017,3008.75
FDY12,OUT035,875.09
FDU15,OUT035,569.33
FDQ19,OUT046,2190.19
DRF15,OUT045,2069.12
DRE25,OUT019,135.13
FDK57,OUT018,1781.96
FDD33,OUT010,619.06
FDR34,OUT027,6267.13
FDU04,OUT045,1769.19
FDE35,OUT019,80.18
NCD31,OUT035,2805.58
FDJ56,OUT035,1435.52
NCU53,OUT046,2147.8
FDD39,OUT035,3383.85
NCU17,OUT019,212.82
FDJ20,OUT046,1702.4
NCW41,OUT018,2018.14
FDL52,OUT035,670
FDS39,OUT035,1918.23
DRJ47,OUT045,2369.79
FDP13,OUT010,76.55
DRK39,OUT010,159.95
FDF28,OUT010,219.4
FDB09,OUT045,1591.46
FDM51,OUT046,1414.2
DRM49,OUT018,409.47
DRF23,OUT013,2232.12
DRH01,OUT035,2825.96
FDH12,OUT027,2453.31
FDA28,OUT019,227.85
FDW37,OUT018,1121.06
FDF02,OUT046,1645.02
DRL37,OUT046,609.11
NCF43,OUT046,1822.06
FDH08,OUT010,565.24
FDR34,OUT019,614.65
NCK19,OUT049,2692.37
NCD55,OUT018,418.73
FDT27,OUT049,3637.25
FDQ57,OUT045,2066.96
FDA47,OUT035,2413.36
DRG15,OUT027,1823.89
FDE05,OUT018,1956.83
FDN46,OUT046,1668.48
FDX27,OUT027,2686.03
FDT51,OUT045,1356.23
FDU33,OUT013,535.85
FDJ16,OUT027,1681.91
FDD20,OUT019,230.51
FDT36,OUT049,486.55
DRF15,OUT027,1839.28
FDN52,OUT010,138.25
FDC22,OUT027,5600.54
FDX15,OUT045,2381.64
FDT13,OUT013,2885.61
FDU04,OUT017,1897.32
FDU31,OUT019,342.18
FDW59,OUT027,2175.67
NCO29,OUT046,2157.75
FDL15,OUT035,2364.78
FDI41,OUT049,2551.61
FDQ48,OUT049,1640.87
DRI39,OUT013,747.71
FDI08,OUT013,4045.8
FDC21,OUT049,1706.38
FDF58,OUT035,1030.67
FDS08,OUT010,289.43
FDE47,OUT045,1646.92
NCP18,OUT019,236.14
NCR41,OUT013,1432.72
FDA27,OUT013,3326.38
FDA43,OUT035,2880.62
FDA49,OUT045,1217.87
NCE55,OUT018,1978.17
DRM49,OUT027,812.35
FDF22,OUT027,4804.74
FDQ15,OUT018,986.83
NCS54,OUT017,3011.82
NCY05,OUT013,558.19
FDR45,OUT046,3717.84
FDK57,OUT049,1970.12
FDF41,OUT010,364.89
FDV21,OUT046,1850.57
FDD51,OUT046,639.5
FDF33,OUT046,1710.63
FDA38,OUT046,3645.26
FDR56,OUT045,2936.36
NCN41,OUT017,1970.25
FDC60,OUT027,2189.11
FDB47,OUT045,3316.02
DRH01,OUT013,2108.42
FDW08,OUT046,1491.87
FDF38,OUT027,894.5
FDY32,OUT017,2128.53
FDG34,OUT049,1428.58
FDG47,OUT019,460.4
NCF18,OUT035,2923.28
FDL39,OUT019,467.08
NCH55,OUT035,2033.01
DRJ35,OUT049,640.99
FDS44,OUT035,3516.18
DRE01,OUT018,3459.6
FDY39,OUT013,3051.93
FDY32,OUT018,2085.79
FDR33,OUT027,3386.66
NCP50,OUT049,1063.32
FDZ47,OUT018,1174.86
FDU57,OUT049,2271.58
FDY44,OUT013,2213.63
DRH59,OUT018,898.4
FDB03,OUT027,7094.21
FDY46,OUT045,2811.57
FDM39,OUT045,2208.84
FDY36,OUT035,1245.36
NCM55,OUT035,2932.2
FDJ50,OUT010,154.86
DRL60,OUT013,1854.92
NCJ54,OUT049,3661.2
FDX59,OUT017,415.55
FDI07,OUT013,3059.72
DRF51,OUT010,100.26
FDM14,OUT017,1443.79
FDP21,OUT045,3025.83
FDE40,OUT035,1164.92
FDE05,OUT035,2202.82
FDM13,OUT027,2601.14
FDC34,OUT027,3158.79
NCI55,OUT018,1856.24
NCE43,OUT018,2050.65
FDW58,OUT018,997.33
FDG60,OUT045,3255.44
FDV31,OUT017,1902.15
FDR47,OUT013,2652.12
FDM60,OUT019,47.59
NCF06,OUT018,2080.82
NCN26,OUT027,2402.28
FDQ59,OUT049,1065.34
FDF09,OUT046,584.05
NCS06,OUT017,3067.12
FDT44,OUT046,1670.22
FDI19,OUT017,3444.88
FDT22,OUT017,898.59
NCF54,OUT027,4440.69
DRG25,OUT045,3231.34
FDB59,OUT017,2355.96
FDQ37,OUT017,3095.86
FDP56,OUT035,637.27
FDW44,OUT035,2348.86
FDJ26,OUT010,471.61
FDU43,OUT018,2817.25
FDW33,OUT045,1555.5
NCX53,OUT027,3281.59
FDN56,OUT010,383.34
DRF15,OUT049,2070.63
FDO33,OUT017,1858.8
FDZ39,OUT010,204.65
NCJ19,OUT017,1033.36
FDU01,OUT035,3151.58
FDT12,OUT035,3690.87
NCM18,OUT018,695.04
FDP19,OUT017,2245.19
NCR42,OUT049,315.73
FDN10,OUT046,1554.27
FDG44,OUT017,731.74
FDQ10,OUT046,2267.14
DRH13,OUT049,1260.65
FDT52,OUT013,3866.53
FDM56,OUT045,1528.8
NCO43,OUT010,235.27
NCV29,OUT035,2571.93
NCF06,OUT013,2066.91
FDO50,OUT035,1454.13
FDT59,OUT013,3677.54
FDX40,OUT027,904.34
FDE50,OUT017,3158.43
FDX51,OUT017,2759.43
NCD30,OUT018,1125.39
FDK15,OUT013,1506.34
FDL12,OUT045,1205.22
FDK46,OUT017,3914.1
DRH49,OUT010,133.62
FDQ57,OUT046,2231.1
FDY59,OUT017,1284.45
FDO09,OUT018,3739.25
NCG30,OUT035,1711.78
FDM09,OUT017,2419.94
NCN17,OUT027,2243.59
NCS42,OUT013,1261.45
FDD02,OUT019,211.47
FDE34,OUT013,3066.27
FDU38,OUT045,2836.14
FDB33,OUT046,2641.6
NCJ29,OUT017,1096.27
FDZ27,OUT035,573.81
FDI40,OUT013,1352.82
FDG22,OUT013,557.02
FDT51,OUT017,1306.33
FDF20,OUT018,2292.99
FDV50,OUT035,1550.6
FDT02,OUT049,552.98
DRC49,OUT017,2257.16
FDF26,OUT049,2202.23
FDV52,OUT035,1838.1
FDX59,OUT049,548.19
FDV25,OUT035,4046.5
FDW23,OUT027,959.83
FDE53,OUT018,903.14
FDA19,OUT017,1710.59
FDH22,OUT046,1781.24
NCO41,OUT013,1273.98
FDX12,OUT017,3714.6
FDF17,OUT013,2381.12
FDS11,OUT045,3614.19
FDR51,OUT035,2324.27
FDT49,OUT010,183.18
FDC56,OUT013,1838.11
FDR13,OUT027,2220.16
FDQ60,OUT035,1914.39
FDN38,OUT049,4195.93
NCL29,OUT013,2284.92
FDO13,OUT027,4051.92
FDE26,OUT018,2045.19
FDA31,OUT010,372.56
FDX14,OUT035,1211.13
FDA34,OUT045,3258.84
FDF26,OUT013,2004.07
FDE38,OUT045,2234.09
DRI11,OUT046,2034.95
FDQ60,OUT027,3108.58
FDL21,OUT027,871.51
DRC12,OUT027,4972.4
FDC47,OUT046,3232.35
FDE57,OUT045,1842.24
FDT14,OUT045,2100.41
NCZ53,OUT046,2824.33
FDE28,OUT018,4255.31
FDR19,OUT035,2670.75
NCF54,OUT019,337.42
FDZ08,OUT046,1181.66
NCJ05,OUT018,2222.74
FDF59,OUT046,973.14
NCO05,OUT035,1705.06
FDW24,OUT018,624.04
NCX42,OUT018,2193.44
NCA53,OUT035,752.26
FDI45,OUT019,356.8
FDG46,OUT046,2109.97
FDM20,OUT010,537.17
FDW11,OUT010,149.55
FDX08,OUT035,2807.34
NCK17,OUT035,618.44
FDK32,OUT018,2018.79
NCA42,OUT035,2288.67
DRI01,OUT035,2433.3
NCL55,OUT049,3998.87
DRE25,OUT018,1343.12
FDD14,OUT017,2809.9
FDB10,OUT046,3570.79
DRN11,OUT035,2393.87
FDP38,OUT018,575.75
NCA30,OUT017,2991.59
FDT15,OUT017,2981.48
NCP55,OUT018,705.49
FDF12,OUT035,2215.25
FDM21,OUT018,2900.55
FDX56,OUT035,3384.45
FDF10,OUT017,2329.9
FDT32,OUT045,2775.3
FDM51,OUT018,1156.36
NCR50,OUT018,1807.11
FDI19,OUT049,3597.05
FDX21,OUT017,1456.26
FDR31,OUT035,2483.42
FDY02,OUT013,3724.98
NCA29,OUT045,2591.73
NCX17,OUT046,2139.71
FDM12,OUT045,2726.17
FDI53,OUT027,3173.62
NCU30,OUT049,2407.18
FDC56,OUT027,3197.49
FDK27,OUT018,1546.85
NCK18,OUT017,2822.58
FDB52,OUT019,421.4
DRG25,OUT027,4495.14
FDZ13,OUT049,843.75
FDB57,OUT019,579.59
FDR40,OUT046,954.9
NCO14,OUT019,105.15
NCN19,OUT045,2636.09
FDQ28,OUT019,241.21
FDO13,OUT018,2031.76
FDK48,OUT013,1146.84
FDU07,OUT018,1936.66
FDW20,OUT046,1878.39
FDV12,OUT010,240.16
FDH24,OUT013,2421.42
FDV59,OUT049,3387.41
FDK57,OUT045,1843.84
FDL16,OUT027,1022.8
NCQ17,OUT046,2191.16
FDJ15,OUT018,2588.25
FDX24,OUT049,1301.74
FDT47,OUT046,1683.38
FDT10,OUT049,821.41
FDZ37,OUT018,1090.58
FDW43,OUT027,6304.6
DRN36,OUT017,1504.75
FDJ14,OUT045,1045.47
FDA32,OUT013,2612.32
FDJ38,OUT019,504.75
FDQ57,OUT017,1998.03
NCQ41,OUT019,422.32
FDG56,OUT049,887.25
DRC13,OUT027,3842.23
FDV55,OUT035,2389.67
FDQ49,OUT045,1970.99
FDE29,OUT010,164.71
FDR03,OUT013,3325.98
FDD45,OUT049,1437.64
FDN38,OUT010,564.54
FDT56,OUT046,776.33
FDT48,OUT045,3164.4
FDU03,OUT049,3083.72
FDC56,OUT010,148.97
NCO43,OUT027,2219.87
FDQ27,OUT017,1751.59
FDR03,OUT046,2630.53
DRH23,OUT010,149.28
FDG22,OUT045,594.16
NCJ42,OUT013,1365.77
FDR24,OUT046,1180.43
FDW60,OUT035,2605.21
FDJ08,OUT013,3022.21
DRL59,OUT018,772.95
FDG60,OUT010,444.19
FDW27,OUT017,1855.77
FDX14,OUT018,1078.08
FDC20,OUT013,700.64
NCS29,OUT018,3293.58
FDJ56,OUT046,1512.98
FDB20,OUT019,149.31
FDL28,OUT027,6071.33
FDW01,OUT018,1764.59
FDL03,OUT046,1930.81
FDX22,OUT049,3719.51
FDJ21,OUT035,2683.75
FDR31,OUT045,2027.58
FDG21,OUT035,2620.64
FDS22,OUT027,837.68
FDK08,OUT035,1429.47
FDE17,OUT018,1971.78
NCN30,OUT017,1318.58
FDT50,OUT046,1243.53
NCX42,OUT049,2849.58
FDJ12,OUT035,3517.65
NCA18,OUT027,2360.2
FDP23,OUT019,340.47
FDX12,OUT013,3493.67
FDN40,OUT018,1962.9
FDV48,OUT035,1407.08
NCY54,OUT013,2636.24
FDL16,OUT010,107.14
FDR45,OUT018,2317.9
FDJ52,OUT046,2382.38
DRG01,OUT017,1135.87
FDP52,OUT013,3617.57
FDU58,OUT017,3171.41
FDL02,OUT045,1424.23
FDG28,OUT013,3597
FDA19,OUT035,1803.08
FDW46,OUT027,1776.34
NCD43,OUT049,1111.4
DRG39,OUT013,766.77
NCF55,OUT049,558.82
FDJ07,OUT046,1864.04
FDE08,OUT046,2338.14
FDP56,OUT019,107.94
FDT45,OUT045,703.88
FDF17,OUT018,2706.8
FDX44,OUT046,1316.35
FDM28,OUT027,4300.7
FDI36,OUT049,2091.45
FDS07,OUT045,1719.1
